Date,Open,High,Low,Close,Adj Close,Volume
2020-06-05,18438.130859,18691.931641,18187.019531,18227.818359,18227.818359,702293736159
2020-06-06,18226.259766,18587.433594,18114.664063,18281.419922,18281.419922,613196384645
2020-06-07,18279.662109,18547.261719,17857.800781,18514.529297,18514.529297,720810009038
2020-06-08,18515.382813,18598.017578,18231.759766,18572.837891,18572.837891,609024578594
2020-06-09,18562.667969,18726.148438,18323.097656,18493.298828,18493.298828,637799888734
2020-06-10,18486.550781,18818.552734,18372.351563,18726.544922,18726.544922,665450342073
2020-06-11,18734.384766,18882.820313,17507.869141,17603.621094,17603.621094,938787898001
2020-06-12,17597.755859,18174.380859,17447.294922,18039.271484,18039.271484,673659215628
2020-06-13,18043.177734,18168.390625,17917.472656,18146.798828,18146.798828,542456408587
2020-06-14,18151.306641,18161.429688,17694.906250,17782.662109,17782.662109,565073751796
2020-06-15,17778.378906,17769.482422,16835.390625,17469.595703,17469.595703,800514431020
2020-06-16,17456.937500,17973.732422,17331.833984,17910.298828,17910.298828,608606192131
2020-06-17,17916.121094,17979.994141,17498.767578,17799.478516,17799.478516,588258050942
2020-06-18,17789.580078,17882.294922,17491.763672,17732.679688,17732.679688,512938730420
2020-06-19,17721.509766,17736.957031,17282.359375,17319.804688,17319.804688,529676539290
2020-06-20,17307.458984,17648.507813,17281.857422,17482.677734,17482.677734,476792399505
2020-06-21,17478.246094,17717.892578,17428.958984,17461.011719,17461.011719,427044284497
2020-06-22,17462.044922,18470.373047,17458.001953,18381.603516,18381.603516,688142318787
2020-06-23,18381.892578,18521.189453,18170.287109,18460.210938,18460.210938,500897632183
2020-06-24,18463.519531,18811.929688,17626.222656,17858.419922,17858.419922,667688278696
2020-06-25,17853.146484,17863.931641,17446.117188,17596.591797,17596.591797,529566558761
2020-06-26,17591.531250,17668.960938,17348.814453,17369.333984,17369.333984,543575510775
2020-06-27,17366.570313,17583.011719,16680.857422,16862.001953,16862.001953,523223314862
2020-06-28,16858.576172,17288.431641,16598.279297,17040.765625,17040.765625,469292431724
